year,country,iso,eu,gov_right1,gov_cent1,gov_left1,gov_party,gov_right2,gov_cent2,gov_left2,womenpar,instcons,fed,pres,prop,bic,kaopen,openc,realgdpgr,inflation,debt,deficit,pbal,interest,labfopar,unemp,sstran,postfisc_gini
1975,Belgium,BEL,1,28.57,71.43,0,1,15.41,84.59,0,6.6,3,0,0,2,3,0.834303,90.84992,-1.327000265,12.76820376,63.45315426,-7.256702663,-4.013790379,8.515833333,62.71171951,4.199999809,15.58101,NA
1976,Belgium,BEL,1,28.79,71.21,0,1,15.41,84.59,0,6.6,3,0,0,2,3,0.834303,96.10307,5.652750967,9.068606155,64.14202031,-7.445841178,-4.186980455,9.088333333,62.8391304,5.5,15.80897,NA
1977,Belgium,BEL,1,13.41,63.86,22.73,2,6.46,72.6,20.94,7.1,3,0,0,2,3,0.5508299,94.97614,0.626135478,7.095997373,67.86942494,-7.41117182,-3.55301841,8.7625,62.69242859,6.300000191,16.50945,NA
1978,Belgium,BEL,1,0,60.51,39.49,3,0,63.95,36.05,7.5,3,0,0,2,3,0.5508299,91.63636,2.841912664,4.470594648,71.77666915,-8.17833636,-3.919709027,8.9275,62.7630806,6.800000191,16.76817,NA
1979,Belgium,BEL,1,0,59.77,40.23,3,0,62.17,37.83,7.5,3,0,0,2,3,0.5508299,100.8315,2.341058001,4.469084268,75.02056158,-9.998502477,-5.116527669,9.693333333,63.13932037,7,17.20481,NA
1980,Belgium,BEL,1,7.94,48.61,43.45,3,5.83,55.32,38.85,7.5,3,0,0,2,3,0.5508299,102.3065,4.479501221,6.64869014,83.87130564,-11.13184567,-5.542972615,11.9,62.89572906,7.400000095,17.29007,NA
1981,Belgium,BEL,1,2.05,51.92,46.03,3,1.89,58.36,39.75,5.7,3,0,0,2,3,0.5508299,109.4174,-0.279283619,7.627486492,97.84903846,-16.94952263,-9.687528548,13.43666667,62.97064972,9.399999619,18.54692,NA
1982,Belgium,BEL,1,50,50,0,1,45.97,54.03,0,5.7,3,0,0,2,3,0.5508299,117.0637,0.594986945,8.726549571,108.7286152,-13.0619383,-4.852056268,13.42833333,63.04338074,11,18.75918,NA
1983,Belgium,BEL,1,50,50,0,1,45.97,54.03,0,5.7,3,0,0,2,3,0.5508299,119.5092,0.311842729,7.661610089,120.2558246,-15.26108473,-6.624920433,11.94083333,62.82823181,10.69999981,19.36579,NA
1984,Belgium,BEL,1,50,50,0,1,45.97,54.03,0,5.7,3,0,0,2,3,0.5508299,127.2862,2.466382659,6.341776363,124.6549729,-10.65537611,-1.89123141,12.2425,62.35182953,10.80000019,18.68449,NA
1985,Belgium,BEL,1,49.69,50.31,0,1,45.41,54.59,0,7.5,3,0,0,2,3,0.5508299,122.9631,1.651792843,4.868729751,129.7847144,-10.45280466,-0.741818775,10.96833333,61.86557007,10.10000038,17.82813141,22
1986,Belgium,BEL,1,46.67,53.33,0,1,40.04,59.96,0,7.5,3,0,0,2,3,0.5508299,111.4943,1.822762128,1.294370819,135.5072814,-10.3124508,-0.302235189,8.625833333,61.78675079,10,17.59099718,NA
1987,Belgium,BEL,1,46.08,53.92,0,1,40.74,59.26,0,8.5,3,0,0,2,3,0.5508299,109.1054,2.306659429,1.553379679,140.544756,-8.116404907,1.521311308,8.184166667,61.84640884,9.800000191,17.22194577,NA
1988,Belgium,BEL,1,19.13,54.39,26.49,2,19.04,53.93,27.03,8.5,3,0,0,2,3,0.5508299,115.5596,4.7232089,1.160936205,140.7488219,-7.615697236,1.881494736,8.0075,61.9132309,8.800000191,16.54183437,22.4
1989,Belgium,BEL,1,0,52.94,47.06,3,0,51.98,48.02,8.5,3,0,0,2,3,0.5508299,124.0117,3.469166813,3.107052549,137.3154322,-7.664390846,3.134337527,8.539166667,62.08710098,7.400000095,15.91923858,NA
1990,Belgium,BEL,1,0,52.94,47.06,3,0,51.98,48.02,8.5,3,0,0,2,3,1,120.5694,3.137402455,3.4483101,141.5562599,-6.82769448,4.339606962,10.00666667,62.61809921,6.599999905,15.7779987,NA
1991,Belgium,BEL,1,0,51.49,48.51,3,0,51.98,48.02,9.4,3,0,0,2,3,1,117.7125,1.833074297,3.215310637,143.3466309,-7.354496238,3.408862877,9.285833333,63.07130814,6.400000095,16.26293307,NA
1992,Belgium,BEL,1,0,46.74,53.26,3,0,48.4,51.6,9.4,3,0,0,2,3,1,114.2155,1.53065481,2.427956369,153.7257277,-8.066910707,2.419316659,8.653333333,63.41136169,7.099999905,16.37327256,21.4
1993,Belgium,BEL,1,0,46.67,53.33,3,0,47.53,52.47,9.4,4,2,0,2,3,1,108.2014,-0.961873091,2.754425783,158.3612136,-7.451771598,2.936277536,7.228333333,63.9169693,8.600000381,16.6912687,NA
1994,Belgium,BEL,1,0,46.67,53.33,3,0,47.53,52.47,9.4,4,2,0,2,3,1,112.3887,3.226971469,2.377544529,155.0675394,-5.077847578,3.819499146,7.750833333,64.0192337,9.800000191,16.34872105,NA
1995,Belgium,BEL,1,0,46.67,53.33,3,0,48.83,51.17,12,4,2,0,2,3,1,115.5111,2.384757222,1.467961165,152.1358962,-4.445778066,3.861573284,7.480833333,64.41108704,9.699999809,15.56526947,25.2
1996,Belgium,BEL,1,0,46.67,53.33,3,0,50,50,12,4,2,0,2,3,0.9395973,118.0604,1.589341529,2.077024623,149.2458866,-3.931369825,3.99171066,6.4925,64.57980347,9.5,15.69879913,NA
1997,Belgium,BEL,1,0,46.67,53.33,3,0,50,50,12.7,4,2,0,2,3,0.8791946,124.3666,3.710604477,1.628160495,143.3402341,-2.124975107,5.123448322,5.753333333,64.83306885,9.199999809,15.46557236,23.6
1998,Belgium,BEL,1,0,46.67,53.33,3,0,50,50,12.7,4,2,0,2,3,0.8187919,123.4842,1.976532202,0.949250288,137.7985227,-0.94798028,5.990370509,4.751666667,64.96929932,9.300000191,15.1992836,NA
1999,Belgium,BEL,1,21.99,24.68,53.33,3,20.55,26.44,53.01,23.3,4,2,0,2,3,0.8187919,123.997,3.562455104,1.120848234,126.4598338,-0.550889965,5.878070452,4.749166667,65.25567627,8.5,14.85722256,NA
2000,Belgium,BEL,1,46.67,0,53.33,3,43.61,0,56.39,23.3,4,2,0,2,3,0.8187919,141.079,3.640466648,2.544517762,120.3465047,-0.071910965,6.140584582,5.5925,66.1,6.900000095,14.42231846,25.8
2001,Belgium,BEL,1,46.67,0,53.33,3,43.61,0,56.39,23.3,4,2,0,2,3,0.8791946,138.6947,0.80524027,2.469258231,118.9712776,0.171867593,6.144793179,5.130833333,65,6.599999905,14.59505367,NA
2002,Belgium,BEL,1,46.67,0,53.33,3,43.61,0,56.39,23.3,4,2,0,2,3,0.9395973,135.1248,1.780269233,1.645214362,118.1133708,0.045298878,5.374024765,4.986666667,65.5,7.5,15.07701778,NA
2003,Belgium,BEL,1,46.67,0,53.33,3,46.9,0,53.1,35.3,4,2,0,2,3,1,131.9901,0.774209925,1.588964,114.5800384,-1.761082393,3.164174035,4.180833333,65.7,8.199999809,15.31667805,NA
2004,Belgium,BEL,1,46.67,0,53.33,3,50.54,0,49.46,34.7,4,2,0,2,3,1,136.0378,3.633940601,2.097283112,110.2255075,-0.158183352,4.289965986,4.1525,66.6,8.399999619,15.07189178,NA
2005,Belgium,BEL,1,46.67,0,53.33,3,50.54,0,49.46,34.7,4,2,0,2,3,1,143.3763,2.099048405,2.781432637,107.9951716,-2.757602219,1.2645752,3.428333333,67.7,8.5,14.98566532,NA
2006,Belgium,BEL,1,46.67,0,53.33,3,50.54,0,49.46,34.7,4,2,0,2,3,1,147.6939,2.499903115,1.791207701,100.0869371,0.227903745,3.966014945,3.815,67.5,8.300000191,14.77790546,NA
2007,Belgium,BEL,1,46.55,1.08,52.37,3,50.24,1.2,48.56,35.3,4,2,0,2,3,1,151.1634,3.393062101,1.8230563,93.84553348,0.07455564,3.656852592,4.328333333,68,7.5,14.73359013,NA
2008,Belgium,BEL,1,45.84,33.85,20.31,2,40.56,39.67,19.76,35.3,4,2,0,2,3,1,158.9079,0.745724816,4.489444205,101.1371083,-1.097679463,2.398179949,4.4175,NA,7,15.27011871,NA
2009,Belgium,BEL,1,43.6,36.4,20,2,40.56,39.67,19.76,38,4,2,0,2,3,1,136.3566,-2.282579387,-0.053145674,109.4758602,-5.377385809,-1.966506203,3.901666667,NA,7.900000095,16.685112,NA
2010,Belgium,BEL,1,40,40,20,2,38.83,35.03,26.14,39.3,4,2,0,2,3,1,151.1001,2.695144601,2.189299204,107.7507532,-3.991920022,-0.738071761,3.4625,NA,8.300000191,16.35684395,NA
2011,Belgium,BEL,1,39.89,38.79,21.32,2,37.07,30.98,31.95,38,4,2,0,2,3,1,162.754,1.796629962,3.532082107,110.3704505,-4.123121238,-0.923251017,4.233333333,NA,7.199999809,16.40638733,NA
2012,Belgium,BEL,1,38.46,23.08,38.46,3,32.34,27.03,40.63,38,4,2,0,2,3,1,164.0294,0.137051663,2.839663434,120.3489032,-4.226374194,-1.006270968,3,NA,7.599999905,16.87948418,NA
2013,Belgium,BEL,1,38.46,23.08,38.46,3,32.34,27.03,40.63,38,4,2,0,2,3,1,163.0396,-0.062349196,1.11309594,118.481352,-3.118831848,-0.20371174,2.41,NA,8.399999619,17.40656281,NA
2014,Belgium,BEL,1,44.26,25.92,29.82,2,35.05,34.77,30.19,39.3,4,2,0,2,3,1,167.038,1.646183421,0.340002833,129.7724284,-3.05618555,-0.151647842,1.713333333,NA,8.5,17.2610817,NA
2015,Belgium,BEL,1,64.28571429,35.71428571,0,1,39.92932862,60.07067138,0,39.3,4,2,0,2,3,1,NA,1.476308455,0.561429153,126.9441899,-2.512772762,0.182669995,0.84,NA,8.5,17.22642708,NA
1990,Bulgaria,BGR,0,6.74,0,86.52,4,10.47,0,89.53,8.5,NA,NA,NA,NA,NA,NA,73.8708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Bulgaria,BGR,0,38.46,0,37.87,3,51.56,0,48.44,8.5,NA,0,1,2,1,NA,66.95648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Bulgaria,BGR,0,99.45,0,0,1,99.45,0,0,12.9,NA,0,1,2,1,NA,79.4131,-7.251878465,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Bulgaria,BGR,0,0,0,0,NA,0,0,0,12.9,NA,0,1,2,1,NA,66.27804,-1.480338922,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Bulgaria,BGR,0,0,0,0,NA,0,0,0,12.9,NA,0,1,2,1,0.165697,72.70599,1.817854286,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Bulgaria,BGR,0,0,0,51.9,5,0,0,93.42,13.3,NA,0,1,2,1,0.165697,72.71288,2.860347101,NA,NA,NA,NA,NA,68.47316113,10,9.1477314,NA
1996,Bulgaria,BGR,0,0,0,55.56,5,0,0,100,13.3,NA,0,1,2,1,0.2260998,104.3681,1.566731137,NA,NA,NA,NA,NA,70.08131228,9.5,9.0388443,NA
1997,Bulgaria,BGR,0,63.22,0,6.39,2,88.49,0,11.51,10.8,NA,0,1,2,1,0.2260998,87.39325,-1.088713727,NA,97.3,0.8,7.3,NA,69.85190692,11.89999962,8.0800088,NA
1998,Bulgaria,BGR,0,100,0,0,1,100,0,0,10.8,NA,0,1,2,1,0.2260998,79.15009,3.46283599,18.67938582,69.3,1.1,4.8,NA,68.48358154,10.89999962,9.1477565,NA
1999,Bulgaria,BGR,0,98.49,0.38,0,1,100,0,0,10.8,NA,0,1,2,1,0.2260998,90.95776,-6.689747198,2.571792093,76.1,0.1,3.7,NA,66.72892241,12.30000019,10.966424,NA
2000,Bulgaria,BGR,0,50,12.5,0,1,100,0,0,10.8,NA,0,1,2,1,0.2260998,78.32362,5.0520611,10.31821596,71.2,-0.5,3.6,NA,68.36382556,16.39999962,12.138855,NA
2001,Bulgaria,BGR,0,66.87,6.99,5.19,2,88.8,0,11.2,26.3,NA,0,1,2,1,0.165697,79.35049,3.770218583,7.357699647,65,1.1,5.3,NA,71.12004451,19.5,11.5760213,NA
2002,Bulgaria,BGR,0,88.62,0,11.38,2,74.6,0,25.4,26.3,NA,0,1,2,1,0.165697,75.46514,5.937598337,5.81286869,51.4,-1.2,1,8.26,71.73613677,18.20000076,11.6868138,NA
2003,Bulgaria,BGR,0,88.89,0,11.11,2,74.6,0,25.4,26.3,NA,0,1,2,1,0.2260998,79.27711,5.156196442,2.347978244,43.7,-0.4,1.8,6.45,70.77837079,13.69999981,11.0727168,NA
2004,Bulgaria,BGR,0,88.89,0,11.11,2,74.6,0,25.4,26.3,NA,0,1,2,1,0.2865025,93.28954,6.435428467,6.1494421,36,1.8,3.7,5.36,71.73616907,12.10000038,10.9028675,NA
2005,Bulgaria,BGR,0,72.37,0,25.53,2,65.81,0,34.19,22.1,NA,0,1,2,1,0.3469052,99.87344,7.123486777,6.037905461,26.8,1,2.6,3.87,72.54886449,10.10000038,10.3024328,NA
2006,Bulgaria,BGR,0,44.44,0,50,3,51.35,0,48.65,22.1,NA,0,1,2,1,0.9395973,111.2914,6.874305243,7.415518615,21,1.8,3.1,4.18,74.64795784,9,9.9084708,NA
2007,Bulgaria,BGR,1,44.44,0,50,3,51.35,0,48.65,21.7,NA,0,1,2,1,1,122.6138,7.344404856,7.572236641,16.3,1.1,2.2,4.54,76.11036553,6.900000095,9.0830578,NA
2008,Bulgaria,BGR,1,42.83,0,51.81,3,51.35,0,48.65,21.7,NA,0,1,2,1,1,124.2662,6.021813308,11.95076217,13,1.6,2.4,5.38,77.68635034,5.599999905,9.6345628,NA
2009,Bulgaria,BGR,1,64.62,0,29.85,2,72.41,0,27.59,20.8,NA,0,1,2,1,1,93.12234,-3.586069108,2.468506518,13.7,-4.1,-3.4,7.22,77.88346277,6.800000191,11.3323974,NA
2010,Bulgaria,BGR,1,90.14,0,0,1,100,0,0,20.8,NA,0,1,2,1,1,110.1981,1.324006135,3.038836058,15.3,-3.1,-2.4,6.01,78.09503617,10.30000019,11.8457413,NA
2011,Bulgaria,BGR,1,88.24,0,0,1,100,0,0,20.8,NA,0,1,2,1,1,123.6739,1.91501387,3.386294437,15.2,-2,-1.3,5.36,78.01070356,11.30000019,11.0511439,NA
2012,Bulgaria,BGR,1,92.83,0,0,1,100,0,0,22.9,NA,0,1,2,1,1,129.6244,0.030930484,2.390660863,16.7,-0.3,0.5,4.5,77.97832398,12.30000019,11.0693377,NA
2013,Bulgaria,BGR,1,24.4,0,13.32,3,37.29,0,41.62,24.6,NA,0,1,2,1,1,134.5345,0.862086269,0.385204183,17,-0.4,0.3,3.47,79.28469119,13,11.8485379,NA
2014,Bulgaria,BGR,1,20.92085236,0,13.96499239,3,31.49526673,0,43.03,20,NA,0,1,2,1,1,131.0941,1.328848646,-1.600616493,27,-5.5,-4.6,3.35,79.6030405,11.39999962,12.2355864,NA
2015,Bulgaria,BGR,1,94.80821918,0,5,2,90.6504065,0,9.349593496,20.4,NA,0,1,2,1,1,NA,3.61744585,-1.066847013,26,-1.6,-0.7,2.49,79.3280145,9.199999809,11.9838901,NA
1960,Canada,CAN,0,100,0,0,1,100,0,0,1.9,3,2,0,0,3,NA,34.57042,NA,1.358695652,NA,NA,NA,5.188333333,60.87443161,6.877550125,7.9,NA
1961,Canada,CAN,0,100,0,0,1,100,0,0,1.9,3,2,0,0,3,NA,35.25742,3.059,1.018766756,68.16629482,-2.74937459,-2.028028077,5.058333333,60.92459869,7.067137718,6.8,NA
1962,Canada,CAN,0,100,0,0,1,100,0,0,1.9,3,2,0,0,3,NA,35.0708,6.993868974,1.061571125,67.15691209,-2.597111833,-1.598567111,5.099166667,60.69691849,5.837147236,6.7,NA
1963,Canada,CAN,0,30.41,69.59,0,1,30.41,69.59,0,2.3,3,2,0,0,3,NA,34.96292,5.30707156,1.628151261,67.04635912,-2.306040324,-1.390713288,5.090833333,60.68180084,5.486259937,6.4,NA
1964,Canada,CAN,0,0,100,0,1,0,100,0,2.3,3,2,0,0,3,NA,36.65163,6.474735645,1.912144703,63.65066345,-0.677462939,0.140820948,5.184166667,60.91387939,4.627073765,6.2,NA
1965,Canada,CAN,0,0,100,0,1,0,100,0,1.5,3,2,0,0,3,NA,36.54803,6.36773795,2.332657201,60.11988325,-0.245123425,0.241670982,5.199166667,61.20674896,3.873823881,6.1,NA
1966,Canada,CAN,0,0,100,0,1,0,100,0,1.5,3,2,0,0,3,NA,37.97728,6.645001619,3.815659068,56.58303939,-0.06942516,0.506032275,5.685,62.26647186,3.349793196,6,NA
1967,Canada,CAN,0,0,100,0,1,0,100,0,1.5,3,2,0,0,3,NA,38.84086,2.915359348,3.579952267,56.88866849,-0.823553043,-0.212344687,5.898333333,62.58866882,3.820833921,6.9,NA
1968,Canada,CAN,0,0,100,0,1,0,100,0,0.4,3,2,0,0,3,NA,40.47139,4.879922139,4.055299539,55.87284477,-0.447912151,0.07093037,6.725,62.51261902,4.502578259,7.3,NA
1969,Canada,CAN,0,0,100,0,1,0,100,0,0.4,3,2,0,0,3,NA,41.65781,5.033000327,4.561558902,53.03559067,1.196540412,1.561586639,7.558333333,62.84870148,4.417866707,7.7,NA
1970,Canada,CAN,0,0,100,0,1,0,100,0,0.4,3,2,0,0,3,1,41.36581,3.030390293,3.346039814,54.65077076,-0.369797961,0.009068466,7.965833333,62.81547928,5.670041561,6.156644008,NA
1971,Canada,CAN,0,0,100,0,1,0,100,0,0.4,3,2,0,0,3,1,40.5388,4.117702678,2.704918033,55.70368615,-1.042469826,-0.647100012,6.945,63.39072037,6.192846298,6.630159811,29.7
1972,Canada,CAN,0,0,100,0,1,0,100,0,1.9,3,2,0,0,3,1,41.70668,5.445798464,4.988028731,53.87819047,-0.998898318,-0.584964866,7.225,63.8263092,6.215578079,7.214797158,NA
1973,Canada,CAN,0,0,100,0,1,0,100,0,1.9,3,2,0,0,3,1,44.17769,6.964152524,7.487647282,48.35099342,0.614274253,1.056195133,7.528333333,64.99514008,5.551961899,7.019448494,NA
1974,Canada,CAN,0,0,100,0,1,0,100,0,3.4,3,2,0,0,3,1,48.04409,3.691143302,10.99717115,46.15966563,1.126425056,1.622064555,8.87,65.85366058,5.332503319,7.408561524,NA
1975,Canada,CAN,0,0,100,0,1,0,100,0,3.4,3,2,0,0,3,1,45.8155,1.822923407,10.6721886,45.52389141,-3.630486516,-3.112236999,8.993333333,66.46394348,6.91798687,8.18276591,26.9
1976,Canada,CAN,0,0,100,0,1,0,100,0,3.4,3,2,0,0,3,1,44.23269,5.199254474,7.54173863,43.90887291,-2.856214507,-2.336908524,9.229166667,68.3130722,7.08968401,8.041241237,NA
1977,Canada,CAN,0,0,100,0,1,0,100,0,3.4,3,2,0,0,3,1,45.73808,3.458277768,7.976445396,45.4194533,-4.204243335,-3.646855921,8.693333333,68.85986328,8.048993111,8.321831174,NA
1978,Canada,CAN,0,0,100,0,1,0,100,0,3.4,3,2,0,0,3,1,48.86622,3.953591265,8.973723352,48.35286898,-4.896710762,-4.286136647,9.235833333,69.9489212,8.375916481,8.443014248,NA
1979,Canada,CAN,0,57.81,42.19,0,1,57.81,42.19,0,3.5,3,2,0,0,3,1,52.28463,3.804838097,9.144676979,45.57768161,-3.502067704,-2.847680805,10.17916667,71.11785126,7.525483608,7.67158958,NA
1980,Canada,CAN,0,16.94,83.06,0,1,16.94,83.06,0,5,3,2,0,0,3,1,53.37737,2.162741179,10.12922051,45.94177652,-4.173366326,-3.484066051,12.33833333,71.83795929,7.536639214,7.903559274,NA
1981,Canada,CAN,0,0,100,0,1,0,100,0,5,3,2,0,0,3,1,52.19417,3.50307816,12.47161241,47.25171901,-2.902040472,-2.215890674,14.98916667,72.79167175,7.607185364,6.930412769,26.5
1982,Canada,CAN,0,0,100,0,1,0,100,0,5,3,2,0,0,3,1,46.61049,-3.201963103,10.7689719,53.03909161,-6.923440881,-5.263293973,14.43533333,72.1679306,11.04057121,8.483787537,NA
1983,Canada,CAN,0,0,100,0,1,0,100,0,5,3,2,0,0,3,1,46.72122,2.598474627,5.86358803,58.69904496,-8.02900229,-6.266753397,11.39858333,72.66835785,12.01826382,9.070006371,NA
1984,Canada,CAN,0,28.96,71.04,0,1,28.96,71.04,0,9.6,3,2,0,0,3,1,52.69506,5.925385647,4.304778304,61.77355573,-7.969920238,-5.635066693,12.71004167,73.16918945,11.34461403,8.98938179,NA
1985,Canada,CAN,0,100,0,0,1,100,0,0,9.6,3,2,0,0,3,1,53.12375,4.734084256,3.962030541,66.86406798,-8.791647844,-5.744114842,10.91183333,73.99739838,10.64446259,8.981578827,NA
1986,Canada,CAN,0,100,0,0,1,100,0,0,9.6,3,2,0,0,3,1,53.33457,2.161816172,4.194786291,71.14643988,-7.352083135,-3.48307751,9.145541667,74.67610168,9.685731888,9.102297783,NA
1987,Canada,CAN,0,100,0,0,1,100,0,0,9.6,3,2,0,0,3,1,51.14207,4.096465663,4.356108712,71.59920746,-5.769977235,-1.667523421,9.470708333,75.23641205,8.82005024,8.936645508,26.8
1988,Canada,CAN,0,100,0,0,1,100,0,0,13.3,3,2,0,0,3,1,51.49882,4.429428927,4.028234149,71.56683366,-4.528980575,-0.420082607,9.830916667,75.77155304,7.76175499,8.699537277,NA
1989,Canada,CAN,0,100,0,0,1,100,0,0,13.3,3,2,0,0,3,1,50.17509,2.323922646,4.9836219,72.8287547,-4.736288276,-0.218676105,9.780541667,76.02452087,7.54641819,8.655418396,NA
1990,Canada,CAN,0,100,0,0,1,100,0,0,13.3,3,2,0,0,3,1,50.12863,0.154346121,4.780476933,76.3182236,-5.932781816,-0.860609786,10.708125,76.03864288,8.131444931,9.373056412,NA
1991,Canada,CAN,0,100,0,0,1,100,0,0,13.3,3,2,0,0,3,1,49.36948,-2.1256933,5.625864086,86.39834223,-8.389524249,-3.177819759,9.502041667,75.74764252,10.31639767,10.72859192,26.7
1992,Canada,CAN,0,100,0,0,1,100,0,0,13.3,3,2,0,0,3,1,52.91751,0.882976477,1.490132904,91.1202077,-9.230201992,-3.986905375,8.069833333,75.03325653,11.19690895,11.61226177,NA
1993,Canada,CAN,0,84.11,15.89,0,1,84.11,15.89,0,18,3,2,0,0,3,1,58.48167,2.655262562,1.865079365,102.436987,-8.963911212,-3.738208561,7.269916667,74.82248688,11.37720776,11.94655418,NA
1994,Canada,CAN,0,0,100,0,1,0,100,0,18,3,2,0,0,3,1,64.6376,4.49350041,0.165562914,100.7350156,-6.957633055,-1.872687639,8.307958333,74.70825958,10.39543819,11.28248405,27.3
1995,Canada,CAN,0,0,100,0,1,0,100,0,18,3,2,0,0,3,1,69.32816,2.677708439,2.148760331,102.7427914,-5.507175746,0.084924358,8.161791891,74.46122742,9.488603592,10.65257835,NA
1996,Canada,CAN,0,0,100,0,1,0,100,0,18,3,2,0,0,3,1,70.47845,1.611002019,1.570531125,109.1358108,-3.062578251,2.147666982,7.229915224,74.39456177,9.619827271,10.32679367,NA
1997,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,74.59351,4.279882292,1.621216381,103.4788063,0.038831643,4.735690374,6.143072501,74.6860733,9.10043335,9.786569595,28.1
1998,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,78.20599,3.881714881,0.995942457,101.4808571,0.143177975,4.814492769,5.27905303,75.10050201,8.278266907,9.691505432,29.9
1999,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,80.40296,5.16319108,1.734842951,92.51714361,1.661297259,5.780442349,5.541102069,75.58712769,7.582923412,9.21901989,NA
2000,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,83.17567,5.182732096,2.719439957,84.65030207,2.648542245,5.677534063,5.925411872,75.88878632,6.828726292,8.697273254,30.6
2001,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,78.79827,1.770781296,2.52512014,85.42908624,0.531343571,3.392093853,5.480272243,76.01448059,7.218794346,8.98856163,NA
2002,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,76.27805,3.010035991,2.258394409,83.56276672,-0.234729943,2.263899678,5.290907107,77.16338348,7.664577484,8.83221817,NA
2003,Canada,CAN,0,0,100,0,1,0,100,0,20.6,3,2,0,0,3,1,70.20764,1.80227364,2.758563214,80.10685307,-0.127407893,1.650464083,4.810544562,78.05278778,7.573727608,8.67133522,NA
2004,Canada,CAN,0,0,100,0,1,0,100,0,21.1,3,2,0,0,3,1,70.51096,3.085979456,1.857258719,76.17598849,0.770295182,2.266188293,4.579606759,78.03600311,7.185471535,8.445527077,30.8
2005,Canada,CAN,0,0,100,0,1,0,100,0,21.1,3,2,0,0,3,1,70.02205,3.201382139,2.213552034,75.84493743,1.558120235,2.540599057,4.066929293,77.71569061,6.75799942,8.253753662,NA
2006,Canada,CAN,0,90.14,9.86,0,1,90.14,9.86,0,20.8,3,2,0,0,3,1,68.22299,2.623395979,2.002025395,74.57571235,1.832989659,2.41769406,4.20875299,77.71379852,6.320348263,8.465782166,NA
2007,Canada,CAN,0,100,0,0,1,100,0,0,21.3,3,2,0,0,3,1,66.51472,2.062764243,2.138383993,70.63345391,1.824430644,2.374212917,4.26976743,78.28394318,6.035917282,8.53277874,30.2
2008,Canada,CAN,0,100,0,0,1,100,0,0,22.1,3,2,0,0,3,1,67.20677,1.000360971,2.370270674,71.51615653,0.184884595,0.466688406,3.605302394,78.55175018,6.13715601,8.637244225,NA
2009,Canada,CAN,0,100,0,0,1,100,0,0,22.1,3,2,0,0,3,1,58.35271,-2.949571911,0.299466803,83.89883658,-3.891180421,-2.783078606,3.230618896,78.19497681,8.34392643,9.809648514,NA
2010,Canada,CAN,0,100,0,0,1,100,0,0,22.1,3,2,0,0,3,1,60.02278,3.083465095,1.776871541,86.33277782,-4.748726032,-3.909381336,3.235139967,78.21502686,8.05556488,9.7234869,30.7
2011,Canada,CAN,0,100,0,0,1,100,0,0,24.8,3,2,0,0,3,1,62.32533,3.14121999,2.912135089,89.13669028,-3.316475707,-2.707182976,2.783036121,78.2951889,7.510942936,9.282052994,NA
2012,Canada,CAN,0,100,0,0,1,100,0,0,24.7,3,2,0,0,3,1,62.25817,1.745518552,1.515678231,92.90841383,-2.530601138,-1.825919131,1.873410126,78.54682922,7.292021275,9.195044518,NA
2013,Canada,CAN,0,100,0,0,1,100,0,0,24.7,3,2,0,0,3,1,61.98434,2.47501647,0.938291898,90.06951665,-1.498420843,-0.996031158,2.261958761,79.26023102,7.073821545,9.195001602,NA
2014,Canada,CAN,0,100,0,0,1,100,0,0,25.1,3,2,0,0,3,1,64.13834,2.565313143,1.906635907,92.26495461,-0.030104124,0.245018322,2.230830258,79.14418793,6.914167881,8.976575851,NA
2015,Canada,CAN,0,84.10958904,15.89041096,0,1,84.10958904,15.89041096,0,26,3,2,0,0,3,NA,NA,0.941632687,1.125241361,98.42502718,-1.121743959,-0.516264029,1.521694596,NA,6.906318188,9.621068954,NA
2000,Croatia,HRV,0,37.5,12.5,45.83,3,31.14,17.78,51.08,20.5,NA,0,1,2,3,0.4145133,76.05695,3.767479464,4.452536412,NA,NA,NA,NA,NA,15.60000038,NA,NA
2001,Croatia,HRV,0,36.87,12.5,46.92,3,30.31,17.99,51.7,20.5,NA,0,1,2,1,0.4145133,80.84477,3.434437998,4.260332217,NA,NA,NA,NA,63.57402206,16,13.1143647,NA
2002,Croatia,HRV,0,30.42,14.27,55.31,3,22.47,20.02,57.51,20.5,NA,0,1,2,1,0.4145133,83.21899,5.246473209,2.534301902,36.6,-3.5,-1.7,NA,63.75217476,15.30000019,16.0722486,NA
2003,Croatia,HRV,0,20.48,18.39,60.96,3,16.64,23.32,60.04,20.5,NA,0,1,2,1,0.6979864,85.21915,5.557888827,2.398569628,38.1,-4.7,-2.9,NA,65.24674221,14.10000038,13.3343346,NA
